"","outletID","estID","east_DD","south_DD","est_name","full_ecosystem_type_name","est_ecosystem_type_code","biogeographical_zone","efz_ha","condition24","condition18","condition11","fishing_effort24","fishing_effort18","fishing_effort11","hund_km_zone","hund_km_zone_cond","fish","fish2018","efz_area","sum_area24pa","sum_area18pa","mod11","mod18","mod24","pes11","pes18","pes24"
"1",1,1,16.4578039722222,-28.6357439722222,"Orange","1 Cool Temperate - Large Fluvially Dominated","C-LFD","aCTemp",3019.54107523,49.575,51.5125,55.85,"L","L","L",1,49.575,50,50,30190584.6029966,6061246.47930331,6061246.47930331,"Heavily","Heavily","Heavily","D","D","D"
"2",4,2,17.0506277777778,-29.6772694444444,"Buffels","1 Cool Temperate - Arid Predominantly Closed","C-APC","aCTemp",89.2121055198,43.81875,43.81875,66.475,"L","L","L",2,43.81875,30,30,875679.437154388,0,0,"Moderate","Heavily","Heavily","C","D","D"
"3",5,3,17.2592277777778,-30.2631916666667,"Swartlintjies","1 Cool Temperate - Arid Predominantly Closed","C-APC","aCTemp",134.6998018424,77.55,78.55,79,"N","N","N",3,81.3685368014769,80,80,1343368.68543892,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
"4",6,4,17.35873,-30.4726919444444,"Spoeg","1 Cool Temperate - Arid Predominantly Closed","C-APC","aCTemp",88.2036176816,87.2,88.7,82.925,"N","N","N",3,81.3685368014769,95,95,882036.165958766,748488.829972997,748488.829972997,"NearNatural","NearNatural","NearNatural","B","B","B"
"5",8,5,17.576563,-30.8467977777778,"Groen","1 Cool Temperate - Arid Predominantly Closed","C-APC","aCTemp",88.2705218338,79.54375,79.54375,81.275,"N","N","N",4,38.3547180760319,80,80,882381.88247095,839900.522804026,668464.9281946,"NearNatural","NearNatural","NearNatural","B","B","B"
"6",10,6,17.8484119722222,-31.2447797222222,"Sout (Noord)","1 Cool Temperate - Arid Predominantly Closed","C-APC","aCTemp",532.8342275871,31.53125,31.53125,50.1,"N","N","N",4,38.3547180760319,20,20,5328341.7539046,0,0,"Heavily","Severely","Severely","D","E","E"
"7",12,7,18.1871189722222,-31.7010439722222,"Olifants","1 Cool Temperate - Predominantly Open","C-PO","aCTemp",2778.735111851,68.425,69.925,69.925,"VH","VH","VH",5,68.0584365342045,40,40,27786396.4425456,0,0,"Moderate","Moderate","Moderate","C","C","C"
"8",14,8,18.313416,-32.0846409972222,"Jakkals","1 Cool Temperate - Large Temporarily Closed","C-LTC","aCTemp",72.58256170149,54.025,49.7543614595211,52.45,"H","L","L",5,68.0584365342045,50,35,725825.614208563,0,0,"Heavily","Heavily","Heavily","D","D","D"
"9",15,9,18.3252699722222,-32.2045858333333,"Wadrift","1 Cool Temperate - Arid Predominantly Closed","C-APC","aCTemp",509.03086387702,47.825,36.5739589619795,33.95,"L","L","L",6,49.6248310262296,25,25,5090308.64294316,323973.812188994,323973.812188994,"Severely","Severely","Heavily","E","E","D"
"10",16,10,18.3331739722222,-32.3159219444444,"Verlorenvlei","1 Cool Temperate - Estuarine Lake","C-EL","aCTemp",2276.2674508494,37.3125,50.3256488842065,54.25,"M","M","M",6,49.6248310262296,17.5,30,22762674.8110337,0,0,"Heavily","Heavily","Severely","D","D","E"
"11",18,11,18.143885,-32.7697488888889,"Groot Berg","1 Cool Temperate - Predominantly Open","C-PO","aCTemp",11733.9463774799,54.0725,63.925,58.9,"VH","VH","VH",6,49.6248310262296,41.8,56,117334732.830851,0,0,"Heavily","Moderate","Heavily","D","C","D"
"12",22,12,18.0219361111111,-33.0973222222222,"Langebaan","1 Cool Temperate - Estuarine Lagoon","C-ELG","aCTemp",6016.02167134,84.125,84.625,85,"VH","VH","H",7,84.125,50,50,60068831.4211718,59291650.7402006,59291650.7402006,"NearNatural","NearNatural","NearNatural","B","B","B"
"13",34,13,18.482143,-33.8899038888889,"Diep/Rietvlei","1 Cool Temperate - Large Temporarily Closed","C-LTC","aCTemp",1250.020407169,44.775,45.275,32.35,"M","L","L",9,35.4588779415903,35,40,12500204.1449503,7403520.86395503,7403520.86395503,"Severely","Heavily","Heavily","E","D","D"
"14",35,14,18.4715859722222,-33.9080347222222,"Sout (Wes)","1 Cool Temperate - Large Temporarily Closed","C-LTC","aCTemp",613.6968289989,16.4831522437958,16.4831522437958,9.025,"L","L","L",9,35.4588779415903,5,5,6136968.24701871,609190.977579055,609190.977579055,"Severely","Severely","Severely","E","E","E"
"15",36,15,18.3545,-34.0463909722222,"Disa","1 Cool Temperate - Large Temporarily Closed","C-LTC","aCTemp",23.5112928416,30.0719968387777,30.0719968387777,32.05,"L","L","L",10,49.5784530387995,5,5,235112.939236552,61071.2239110786,61071.2239110786,"Severely","Severely","Severely","E","E","E"
"16",38,16,18.343287,-34.127411,"Wildevoëlvlei","1 Cool Temperate - Large Temporarily Closed","C-LTC","aCTemp",737.701764896,41.8,41.8,45.525,"L","L","L",10,49.5784530387995,30,30,6048351.92686371,5019905.7535078,5019905.7535078,"Heavily","Heavily","Heavily","D","D","D"
"17",40,17,18.3709069722222,-34.2020449722222,"Schuster","1 Cool Temperate - Small Temporarily Closed","C-STC","aCTemp",23.05848714407,85.2126388317565,86.2126388317565,91.125,"L","L","L",10,49.5784530387995,90,90,225507.942739198,208922.525681937,208922.525681937,"Natural","NearNatural","NearNatural","A","B","B"
"18",41,18,18.378401,-34.2309419444444,"Krom","1 Cool Temperate - Small Temporarily Closed","C-STC","aCTemp",130.0460218584,90.9109755342589,92.4109755342589,93.8,"L","L","L",10,49.5784530387995,95,95,1005278.44382593,1005278.44382516,1005278.44382516,"Natural","Natural","Natural","A","A","A"
"19",46,19,18.4389229722222,-34.1327629722222,"Silwermyn","1 Cool Temperate - Large Temporarily Closed","C-LTC","aCTemp",15.79450356338,37.8899307405434,37.8899307405434,45.95,"L","L","L",11,40.704376471755,55,55,157945.046995667,78144.2617224641,78144.2617224641,"Heavily","Severely","Severely","D","E","E"
"20",47,20,18.4765,-34.1063839722222,"Zand","1 Cool Temperate - Large Temporarily Closed","C-LTC","aCTemp",913.276137747,44.4,44.4,46.6,"M","M","M",11,40.704376471755,45,45,3818483.67299612,499352.435660455,397705.174755166,"Heavily","Heavily","Heavily","D","D","D"
"21",48,21,18.5049339722222,-34.0984189722222,"Zeekoei","1 Cool Temperate - Estuarine Lake","C-EL","aCTemp",405.4561522524,24,24,29.1,"L","L","L",11,40.704376471755,5,5,4054561.62136238,3609702.99804831,2110565.27000696,"Severely","Severely","Severely","E","E","E"
"22",49,22,18.753723,-34.0788269722222,"Eerste","1 Cool Temperate - Large Temporarily Closed","C-LTC","aCTemp",277.430126927,33.075,33.075,32.575,"L","L","L",11,40.704376471755,5,5,2774300.02469669,702090.843289263,702090.843289263,"Severely","Severely","Severely","E","E","E"
"23",50,23,18.8108429722222,-34.1000519972222,"Lourens","1 Cool Temperate - Small Temporarily Closed","C-STC","aCTemp",266.4623678592,51.05,50.975,64.15,"L","L","L",11,40.704376471755,45,45,2664623.68998117,478212.372581184,478212.372581184,"Moderate","Heavily","Heavily","C","D","D"
"24",52,24,18.864895,-34.15556,"Sir Lowry’s Pass","1 Cool Temperate - Small Temporarily Closed","C-STC","aCTemp",4.10635242783,37.85,37.85,35.65,"L","L","L",11,40.704376471755,15,15,41063.5518247746,0,0,"Severely","Severely","Severely","E","E","E"
"25",53,25,18.8194119972222,-34.1948188888889,"Steenbras","1 Cool Temperate - Small Fluvially Dominated","C-SFD","aCTemp",3.956551341561,81.925,83.925,82.2,"L","L","L",11,40.704376471755,80,80,39565.5144470274,14911.2141957484,14911.2141957484,"NearNatural","NearNatural","NearNatural","B","B","B"
"26",54,26,18.821045,-34.2957738888889,"Rooiels","1 Cool Temperate - Small Temporarily Closed","C-STC","aCTemp",22.80267428486,90.5986322352298,91.5986322352298,90,"L","L","L",11,40.704376471755,80,80,215528.786904142,70369.8747865871,70369.8747865871,"Natural","Natural","Natural","A","A","A"
"27",55,27,18.8295349722222,-34.3389469444444,"Buffels (Oos)","1 Cool Temperate - Small Temporarily Closed","C-STC","aCTemp",36.58305739783,82.0630530973451,83.0630530973451,83.1,"L","L","L",11,40.704376471755,85,85,357847.710022386,0,0,"NearNatural","NearNatural","NearNatural","B","B","B"
